,Total Return,Annual Return,Volatility,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Alpha,Beta,Information Ratio
momentum_long_short,-0.5243216282274936,-0.07924108195827828,0.18970910792861045,-0.523122390073247,-0.9738718613672832,-0.5819213280046723,-0.1361714687962804,0.4722222222222222,-0.05545255076968607,-0.1061060053381419,-0.6841762873259644
momentum_long_only,1.9152603280923612,0.12623965765986833,0.13389450746959372,0.7934579219688637,1.4480212123030851,-0.30104812375855716,0.4193338130920008,0.5833333333333334,0.13334003223900454,-0.03167040356648509,-0.24462602785630758
low_volatility_long_short,5.957224823268192,0.24052066761820412,0.2260791503555427,0.9754135543742223,2.02447042683404,-0.29780164507395246,0.8076539253450938,0.5833333333333334,0.2207056642857513,0.0883825416836491,0.061900912519551994
low_volatility_long_only,8.472394119792778,0.2837945534396975,0.2165424501144915,1.2182117330815394,2.738715121546641,-0.23037578328101327,1.231876672964032,0.6111111111111112,0.25997499528963697,0.10624439752860898,0.15318810820232756
reversal_long_short,41471094763.11451,10.767847324044114,0.12220082722127543,87.95232870709152,0.0,0.0,0.0,1.0,10.759065279898385,0.039171297110324826,7.451154485515134
reversal_long_only,2470375.955018178,3.4121309404029727,0.12009609868798474,28.245138497095454,0.0,0.0,0.0,1.0,3.3986909060465837,0.05994772631643891,4.1206137548901935
multi_factor_long_short,188629.34527260807,2.856373254453834,0.15217046368879855,18.639446747395453,0.0,-0.00042591728841478993,6706.403642559081,0.9907407407407407,2.859466771652179,-0.0137982774034659,3.2868745873811736
multi_factor_long_only,3089.282122470585,1.4421794356075273,0.1393109782157727,10.208667355739728,322.49322829312257,-0.003091213275467908,466.5415508702578,0.9722222222222222,1.4415003965623379,0.0030287755045684066,1.986723343816582
SPY,4.419013414377675,0.1857926723918315,0.3282895909178073,0.5050195832536781,0.8493432071801589,-0.34054274862995915,0.5455781194557683,0.5462184873949579,,,
