Date,AAPL,MSFT,META,NVDA,GOOGL,JPM,AMZN,V,WMT,TSLA,JNJ,PG
2024-04-05,168.37091064453125,420.83026123046875,525.0191650390625,87.968017578125,151.45538330078125,192.04931640625,185.07000732421875,274.1492004394531,58.899723052978516,164.89999389648438,145.33135986328125,150.36917114257812
2024-04-08,167.2489776611328,419.9104919433594,516.96484375,87.09341430664062,153.78932189941406,193.0511474609375,185.19000244140625,274.7625427246094,58.830833435058594,172.97999572753906,144.5684051513672,150.3113250732422
2024-04-09,168.46026611328125,421.5819091796875,514.625244140625,85.3152084350586,155.52731323242188,191.7575225830078,185.6699981689453,273.7337341308594,58.84067916870117,176.8800048828125,145.23599243164062,150.90859985351562
2024-04-10,166.58372497558594,418.59521484375,517.5423583984375,86.99945831298828,155.07046508789062,190.12347412109375,185.9499969482422,271.5179138183594,59.65749740600586,171.75999450683594,143.2427978515625,151.46730041503906
2024-04-11,173.79197692871094,423.2137145996094,520.8576049804688,90.5748291015625,158.3180694580078,190.08456420898438,189.0500030517578,272.70489501953125,59.13591384887695,174.60000610351562,141.89810180664062,150.11868286132812
2024-04-12,175.2912139892578,417.2501525878906,509.6471862792969,88.14592742919922,156.64956665039062,177.79031372070312,186.1300048828125,272.9819030761719,59.185123443603516,171.0500030517578,140.6869659423828,149.62745666503906
2024-04-15,171.458740234375,409.0812072753906,498.028564453125,85.96192932128906,153.79922485351562,177.88755798339844,183.6199951171875,268.3524169921875,58.978450775146484,161.47999572753906,140.75369262695312,149.74301147460938
2024-04-16,168.17233276367188,410.01080322265625,497.5605773925781,87.37528228759766,153.34237670898438,175.85475158691406,183.32000732421875,268.42169189453125,58.88987731933594,157.11000061035156,137.75914001464844,150.2246551513672
2024-04-17,166.80215454101562,407.3010559082031,491.9952087402344,83.996826171875,154.40505981445312,175.15443420410156,181.27999877929688,269.7472229003906,58.70289993286133,155.4499969482422,138.06431579589844,151.19760131835938
2024-04-18,165.8489990234375,399.8144226074219,499.59161376953125,84.63253784179688,154.94134521484375,176.2924346923828,179.22000122070312,268.4414367675781,58.319095611572266,149.92999267578125,138.98939514160156,152.49380493164062
2024-04-19,163.8235626220703,394.7212219238281,478.952880859375,76.1653823852539,153.03451538085938,180.7179718017578,174.6300048828125,266.8686218261719,58.584800720214844,147.0500030517578,141.0588836669922,153.31790161132812
2024-04-22,164.65757751464844,396.5409240722656,479.6099548339844,79.48187255859375,155.20950317382812,184.22923278808594,177.22999572753906,269.39111328125,59.185123443603516,142.0500030517578,142.2128143310547,155.64471435546875
2024-04-23,165.70999145507812,403.0780944824219,493.916748046875,82.38555908203125,157.17593383789062,186.8845672607422,179.5399932861328,271.1518859863281,58.15179443359375,144.67999267578125,142.6324462890625,156.57545471191406
2024-04-24,167.81491088867188,404.5516662597656,491.3281555175781,79.64080810546875,158.04000854492188,187.798828125,176.58999633789062,272.0520324707031,58.919403076171875,162.1300048828125,141.650146484375,157.6419219970703
2024-04-25,168.67869567871094,394.6421203613281,439.4375,82.59446716308594,154.93142700195312,188.08090209960938,173.6699981689453,272.1905822753906,59.25401306152344,170.17999267578125,140.0193634033203,157.5934295654297
